#	Amplitdue (cm)															Shallow Depth (cm)							"Special Amp Run, 10 cm right of step"
# Time	3.81	3.56	3.3	3.05	2.79	2.54	2.29	2.03	1.78	1.52	1.27	1.02	0.76	0.51	0.25	5.3	4.688	4.075	3.463	2.85	2.238	12.5	2.79
0.7167	-0.2242	0.0427	-0.2198	-0.0966	0.3336	-0.0057	-0.0369	0.1873	0.0169	0.1261	0.0093	0.0488	0.0485	-0.0256	-0.0003	-0.0196	0.1299	-0.0123	-0.0823	-0.1541	0.0875	-0.1346	-0.0084
0.7333	-0.2741	0.0058	-0.2035	-0.0723	0.379	-0.0063	-0.0293	0.2029	0.0171	0.162	-0.0136	0.0463	0.038	-0.007	0	-0.0217	0.1198	-0.006	-0.2011	-0.1565	0.1271	-0.0815	0.0168
0.75	-0.3057	-0.0405	-0.1654	-0.0546	0.3861	0.0068	-0.013	0.2145	0.008	0.1834	-0.0465	0.0101	0.02	-0.0107	-0.0013	-0.0224	0.0863	-0.0212	-0.2481	-0.1426	0.1744	-0.0367	0.0322
0.7667	-0.3382	-0.079	-0.112	-0.0434	0.3285	0.0372	-0.0058	0.1993	0.0337	0.1911	-0.0763	-0.0318	0.019	-0.0141	-0.0026	-0.0037	0.0659	-0.0426	-0.245	-0.1107	0.2335	-0.0161	0.0631
0.7833	-0.3295	-0.1084	-0.057	-0.0178	0.1614	0.0636	0.031	0.1683	0.0466	0.1827	-0.0987	-0.039	-0.0009	-0.0156	-0.0012	0.0181	0.0411	-0.032	-0.2448	-0.0856	0.2518	0.0302	0.0962
0.8	-0.2748	-0.1323	-0.0054	-0.0026	-0.0961	0.0779	0.0465	0.1008	0.0525	0.1481	-0.0953	-0.034	-0.0133	-0.0173	-0.0049	0.0276	0.0134	-0.037	-0.2426	-0.0616	0.1692	0.0638	0.1214
0.8167	-0.1402	-0.1289	0.0503	0.0027	-0.2585	0.1046	0.0605	0.0213	0.0764	0.1095	-0.0891	-0.0417	-0.0344	-0.0125	-0.0089	0.0281	-0.0082	-0.0435	-0.2239	-0.0372	0.1951	0.0907	0.1462
0.8333	-0.0325	-0.1177	0.0915	0.0049	-0.3645	0.1242	0.096	-0.0791	0.0639	0.0708	-0.0864	-0.0571	-0.0421	-0.0111	-0.0018	0.0528	-0.036	-0.0192	-0.1737	-0.0122	0.2264	0.1186	0.1281
0.85	0.0211	-0.111	0.0906	0.0149	-0.4131	0.134	0.1136	-0.1802	0.0681	-0.0128	-0.0774	-0.0663	-0.0371	-0.011	0.0007	0.0752	-0.0444	-0.0287	-0.1227	0.0199	0.053	0.1318	0.1171
0.8667	0.0562	-0.1128	0.0573	0.0145	-0.3315	0.1739	0.1525	-0.2147	0.084	-0.122	-0.0612	-0.0549	-0.0466	0.0028	0.0004	0.08	-0.0478	-0.0358	-0.0908	0.0589	-0.1125	0.1472	0.1232
0.8833	-0.0472	-0.1171	0.0398	0.026	-0.2627	0.1971	0.1777	-0.2272	0.0614	-0.1653	-0.0423	-0.068	-0.0494	0.0175	0.004	0.0858	-0.0493	-0.0164	-0.0589	0.1011	-0.2277	0.1653	0.0935
0.9	-0.1701	-0.1172	0.023	0.0392	-0.1697	0.1887	0.1895	-0.2329	0.0638	-0.1758	-0.0442	-0.0531	-0.0486	0.0152	0.0051	0.0942	-0.0562	-0.0042	-0.0305	0.1372	-0.2677	0.1763	0.0523
0.9167	-0.2038	-0.1131	-0.017	0.0468	-0.0681	0.1807	0.201	-0.226	0.0609	-0.2028	-0.0367	-0.0485	-0.0404	0.0064	0.0071	0.1012	-0.0551	0.0148	-0.019	0.1716	-0.2286	0.1475	0.0237
0.9333	-0.1835	-0.1069	-0.0541	0.0421	-0.006	0.1655	0.1858	-0.1938	0.0305	-0.2001	-0.0178	-0.0496	-0.0472	0.0211	0.006	0.1019	-0.0424	0.0372	-0.009	0.2243	-0.1739	0.1225	-0.0111
0.95	-0.077	-0.1003	-0.078	0.0509	0.0716	0.1239	0.1591	-0.1738	0.0192	-0.1776	-0.0153	-0.044	-0.0381	0.0283	0.0037	0.0975	-0.0218	0.0308	0.0017	0.2975	-0.1386	0.0915	-0.0401
0.9667	0.0303	-0.0927	-0.0717	0.0695	0.1064	0.0694	0.1204	-0.1469	-0.013	-0.1681	-0.0079	-0.0419	-0.0353	0.0259	0.0075	0.0812	-0.0049	0.045	0.0168	0.3046	-0.1206	0.0706	-0.0666
0.9833	0.0454	-0.0867	-0.0744	0.0609	0.1025	0.0046	0.0526	-0.1058	-0.0442	-0.1413	-0.0022	-0.0246	-0.042	0.0192	0.0255	0.0654	-0.0015	0.0719	0.0317	0.274	-0.0863	0.0619	-0.0916
1	0.045	-0.0845	-0.0667	0.0726	0.0893	-0.0528	-0.0065	-0.0788	-0.0459	-0.0995	0.0029	-0.0188	-0.0203	0.0254	0.0333	0.0681	0.0003	0.0701	0.0441	0.3262	-0.0557	0.0222	-0.1151
1.0167	0.0896	-0.0624	-0.0475	0.0702	0.0738	-0.126	-0.0933	-0.0734	-0.0681	-0.0762	0.0101	-0.0094	-0.0115	0.0428	0.0185	0.0446	0.0023	0.0654	0.0463	0.2754	-0.0336	-0.0383	-0.1062
1.0333	0.1086	-0.0378	-0.0227	0.0549	0.0205	-0.1838	-0.1697	-0.0721	-0.0892	-0.0726	0.0413	-0.0026	-0.0074	0.025	0.008	0.0099	0.0042	0.0539	0.0605	0.1325	-0.0027	-0.0466	-0.0933
1.05	0.0817	-0.0356	0.021	0.0676	-0.0424	-0.1976	-0.1857	-0.0508	-0.0849	-0.0517	0.0401	0.0003	-0.0031	0.007	0.0036	-0.0187	0.0054	0.0514	0.0925	-0.0869	0.0164	-0.0313	-0.0928
1.0667	0.0518	-0.0185	0.035	0.0471	-0.0761	-0.205	-0.2034	-0.0345	-0.0692	-0.0309	0.054	0.0012	-0.0038	0.0086	0.0008	-0.0287	0.0183	0.0443	0.1222	-0.2906	0.0318	-0.0576	-0.0774
1.0833	0.0845	0.0046	0.0269	0.0473	-0.084	-0.2005	-0.209	-0.0364	-0.0705	-0.0349	0.0949	0.0118	0.0111	0.0089	0.0002	-0.0486	0.0302	0.0286	0.1593	-0.3814	0.0401	-0.0666	-0.0501
1.1	0.2049	0.0326	0.0254	0.0457	-0.0806	-0.1846	-0.1969	-0.0276	-0.0593	-0.0174	0.0903	0.0406	0.0207	0.0002	-0.0006	-0.0793	0.0273	0.0313	0.1925	-0.4235	0.0306	-0.0634	-0.0084
1.1167	0.3815	0.0521	0.0258	0.0095	-0.0828	-0.1558	-0.1726	-0.0093	-0.0508	0.0125	0.097	0.0368	0.0265	-0.003	-0.0026	-0.0849	0.0172	0.0192	0.2218	-0.3571	0.0291	-0.0545	0.0215
1.1333	0.6395	0.0852	0.0253	0.0387	-0.0519	-0.1259	-0.1516	0.0162	-0.0455	0.031	0.0899	0.0535	0.0306	-0.0241	-0.0258	-0.0966	0.0274	-0.0175	0.2448	-0.3123	0.0576	-0.0312	0.0446
1.15	0.7713	0.1257	0.0356	0.042	-0.0268	-0.1076	-0.1423	0.065	-0.0169	0.0511	0.0843	0.0577	0.0484	-0.028	-0.0439	-0.1083	0.0241	-0.0347	0.2266	-0.2647	0.0671	-0.0436	0.0757
1.1667	0.7316	0.1393	0.0351	0.0123	-0.0125	-0.0921	-0.1249	0.1001	-0.0038	0.0858	0.0706	0.0527	0.0402	-0.0142	-0.0228	-0.1107	0.0022	-0.0271	0.1491	-0.1676	0.0769	-0.047	0.102
1.1833	0.7878	0.1747	0.0347	0.0035	0.0239	-0.0589	-0.1083	0.164	0.0211	0.1192	0.0244	0.0889	0.0499	-0.0193	-0.0143	-0.1017	-0.0006	-0.0353	0.1374	-0.1012	0.1218	-0.016	0.1036
1.2	0.293	0.2132	0.0451	-0.0013	0.0374	-0.031	-0.1069	0.2307	0.046	0.1597	0.0039	0.0944	0.0544	-0.036	-0.0329	-0.0974	-0.0148	-0.0577	0.1182	-0.0739	0.1786	-0.0474	0.1271
